5.096333	5.096333	1s
5.615257	5.615257	1v
10.555000	10.555000	1m
16.044339	16.044339	2s
17.246860	17.246860	2v
21.559149	21.559149	2m
27.398086	27.398086	3s
28.508227	28.508227	3v
33.293165	33.293165	3m
39.188245	39.188245	4s
40.386654	40.386654	4v
45.045466	45.045466	4m
50.907548	50.907548	5s
52.234229	52.234229	5v
57.232425	57.232425	5m
63.125359	63.125359	5e
68.061848	68.061848	e
