0.000000	13.938033	1
3.338723	3.338723	1.0
8.557877	8.557877	1.5
13.938033	25.421569	2
15.081819	15.081819	2.0
19.610202	19.610202	2.5
25.421569	37.168087	3
26.450319	26.450319	3.0
31.353298	31.353298	3.5
37.168087	48.914605	4
38.236535	38.236535	4.0
43.019641	43.019641	4.5
48.914605	61.593367	5
50.008363	50.008363	5.0
55.223250	55.223250	5.5
